  197.67	6.286e-12						6.285e-12		8.498e-16		
  197.76	8.606e-11				1.733e-13		8.587e-11		1.263e-14		
  197.85	1.063e-9				2.522e-12		1.060e-9	1.132e-13	1.593e-13		
  197.95	1.542e-8				4.392e-11		1.537e-8	2.121e-12	2.371e-12		
  198.04	1.539e-7				5.164e-10		1.533e-7	2.664e-11	2.424e-11		
  198.13	1.387e-6				5.490e-9		1.381e-6	3.025e-10	2.245e-10		
  198.23	1.419e-5				6.740e-8		1.412e-5	3.996e-9	2.370e-9		
  198.32	1.034e-4				5.788e-7		1.027e-4	3.666e-8	1.781e-8		
  198.41	6.807e-4				4.492e-6		6.758e-4	3.040e-7	1.213e-7		
  198.51	4.909e-3				3.889e-5		4.867e-3	2.833e-6	9.110e-7		
  198.60	2.612e-2				2.439e-4		2.585e-2	1.898e-5	5.044e-6		
  198.69	1.256e-1		6.725e-14		1.382e-3		1.241e-1	1.150e-4	2.533e-5		
  198.79	6.393e-1		1.275e-12		8.439e-3		6.300e-1	7.556e-4	1.358e-4		
  198.88	2.486e+0		1.620e-11		3.864e-2		2.443e+0	3.698e-3	5.557e-4		
  198.97	8.738e+0		1.863e-10		1.599e-1		8.560e+0	1.636e-2	2.064e-3		
  199.07	3.140e+1		2.498e-9		6.885e-1		3.062e+1	7.582e-2	7.921e-3		
  199.16	8.927e+1		2.325e-8		2.302e+0		8.667e+1	2.710e-1	2.401e-2		
  199.25	2.296e+2		1.958e-7		6.957e+0		2.217e+2	8.755e-1	6.611e-2		
  199.35	5.833e+2		1.857e-6		2.112e+1		5.591e+2	2.862e+0	1.821e-1		
  199.44	1.215e+3		1.266e-5		5.157e+1		1.155e+3	7.472e+0	4.097e-1		
  199.53	2.291e+3		7.810e-5		1.138e+2		2.158e+3	1.763e+1	8.382e-1		
  199.63	4.126e+3		5.244e-4		2.436e+2		3.840e+3	4.065e+1	1.662e+0		
  199.72	6.314e+3		2.619e-3		4.344e+2		5.799e+3	7.751e+1	2.789e+0		
  199.81	8.762e+3		1.184e-2		7.000e+2		7.924e+3	1.336e+2	4.274e+0		
  199.91	1.126e+4		5.626e-2		1.057e+3		9.982e+3	2.172e+2	6.206e+0		
  200.00	1.278e+4		2.059e-1		1.376e+3		1.109e+4	3.025e+2	7.996e+0		
  200.09	1.325e+4		6.824e-1		1.619e+3		1.124e+4	3.807e+2	9.662e+0		
  200.19	1.254e+4		2.298e+0		1.723e+3		1.036e+4	4.367e+2	1.133e+1		
  200.28	1.113e+4		6.173e+0		1.638e+3		9.025e+3	4.441e+2	1.280e+1		
  200.37	9.534e+3		1.502e+1		1.408e+3		7.689e+3	4.082e+2	1.446e+1		
  200.47	8.171e+3		3.591e+1		1.057e+3		6.731e+3	3.303e+2	1.660e+1		
  200.56	7.658e+3		7.096e+1		7.335e+2		6.589e+3	2.453e+2	1.863e+1		
  200.65	7.888e+3		1.272e+2		4.603e+2		7.116e+3	1.647e+2	2.047e+1		
  200.75	8.824e+3		2.170e+2		2.436e+2		8.248e+3	9.397e+1	2.221e+1		
  200.84	9.962e+3		3.175e+2		1.235e+2		9.446e+3	5.098e+1	2.392e+1		
  200.93	1.104e+4		4.227e+2		5.659e+1		1.051e+4	2.500e+1	2.661e+1	3.833e-13	
  201.03	1.187e+4		5.220e+2		2.112e+1		1.128e+4	1.006e+1	3.174e+1	6.652e-12	
  201.12	1.213e+4		5.754e+2		7.818e+0		1.150e+4	3.986e+0	3.840e+1	7.826e-11	
  201.21	1.200e+4		5.841e+2		2.616e+0		1.136e+4	1.427e+0	4.595e+1	8.348e-10	
  201.31	1.162e+4		5.441e+2		6.885e-1		1.102e+4	4.051e-1	5.293e+1	1.033e-8	
  201.40	1.132e+4		4.773e+2		1.861e-1		1.079e+4	1.172e-1	5.559e+1	8.958e-8	
  201.49	1.123e+4		3.985e+2		4.547e-2		1.078e+4	3.066e-2	5.350e+1	7.046e-7	
  201.59	1.137e+4		3.141e+2		8.439e-3		1.101e+4	6.138e-3	4.595e+1	6.212e-6	
  201.68	1.157e+4		2.517e+2		1.666e-3		1.128e+4	1.297e-3	3.627e+1	3.973e-5	
