  197.68	3.817e-22			3.817e-22						
  197.77	5.447e-21			5.447e-21						
  197.87	9.284e-20			9.284e-20						
  197.96	1.070e-18			1.070e-18						
  198.05	1.115e-17			1.115e-17			1.760e-24			
  198.15	1.339e-16			1.339e-16			3.442e-23			
  198.24	1.128e-15			1.128e-15			4.494e-22			
  198.33	8.581e-15			8.581e-15			5.306e-21			
  198.43	7.267e-14			7.267e-14			7.322e-20			
  198.52	4.469e-13			4.469e-13			6.988e-19			
  198.61	2.485e-12			2.485e-12			6.030e-18			
  198.71	1.487e-11			1.487e-11			5.875e-17			
  198.80	6.697e-11			6.697e-11			4.098e-16			
  198.89	2.738e-10			2.738e-10			2.585e-15			
  198.99	1.177e-9			1.177e-9			1.777e-14			
  199.08	4.036e-9			4.036e-9			9.061e-14			
  199.17	1.330e-8			1.330e-8			4.177e-13		5.426e-14	
  199.27	5.155e-8			5.155e-8			2.028e-12		1.156e-12	
  199.36	1.942e-7		1.045e-14	1.942e-7			7.556e-12		1.479e-11	
  199.45	8.216e-7		2.152e-13	8.214e-7			2.546e-11		1.712e-10	
  199.55	4.341e-6		3.653e-12	4.338e-6			8.723e-11		2.315e-9	
  199.64	1.899e-5		4.209e-11	1.897e-5			2.376e-10		2.172e-8	
  199.73	7.779e-5		4.393e-10	7.761e-5			5.851e-10		1.844e-7	
  199.83	3.375e-4		5.300e-9	3.357e-4			1.415e-9		1.768e-6	
  199.92	1.148e-3		4.491e-8	1.136e-3			2.817e-9		1.217e-5	
  200.01	3.562e-3		3.447e-7	3.486e-3			5.071e-9		7.585e-5	
  200.11	1.132e-2		2.956e-6	1.080e-2	3.452e-18		8.657e-9		5.155e-4	
  200.20	2.954e-2		1.842e-5	2.692e-2	4.931e-17		1.260e-8		2.604e-3	
  200.29	7.279e-2		1.040e-4	6.078e-2	6.381e-16		1.657e-8		1.191e-2	
  200.39	1.917e-1		6.341e-4	1.337e-1	9.774e-15		1.997e-8		5.736e-2	
  200.48	4.605e-1		2.907e-3	2.450e-1	1.027e-13		2.124e-8		2.126e-1	
  200.57	1.132e+0		1.207e-2	4.064e-1	9.776e-13		2.042e-8		7.133e-1	
  200.67	3.124e+0		5.233e-2	6.348e-1	1.065e-11		1.737e-8		2.436e+0	
  200.76	7.657e+0		1.765e-1	8.543e-1	8.229e-11		1.351e-8		6.626e+0	
  200.85	1.789e+1		5.392e-1	1.041e+0	5.762e-10		9.492e-9		1.631e+1	
  200.95	4.232e+1		1.661e+0	1.155e+0	4.462e-9		5.700e-9		3.951e+1	
  201.04	8.411e+1		4.122e+0	1.141e+0	2.537e-8		3.238e-9		7.885e+1	
  201.13	1.528e+2		9.264e+0	1.022e+0	1.307e-7		1.664e-9		1.425e+2	
  201.23	2.658e+2		2.029e+1	8.042e-1	7.194e-7		7.051e-10		2.447e+2	
  201.32	3.962e+2		3.704e+1	5.839e-1	3.009e-6		2.928e-10		3.586e+2	
  201.41	5.377e+2		6.124e+1	3.839e-1	1.140e-5		1.099e-10		4.761e+2	
  201.51	6.769e+2		9.539e+1	2.144e-1	4.463e-5		3.289e-11		5.813e+2	
  201.60	7.562e+2		1.281e+2	1.143e-1	1.373e-4		9.984e-12		6.280e+2	
  201.69	7.732e+2		1.559e+2	5.520e-2	3.828e-4		2.740e-12		6.173e+2	
  201.79	7.176e+2		1.727e+2	2.187e-2	1.065e-3		5.787e-13		5.448e+2	
  201.88	6.174e+2		1.709e+2	8.562e-3	2.411e-3		1.284e-13		4.466e+2	
  201.97	4.954e+2		1.534e+2	3.034e-3	4.945e-3		2.576e-14		3.420e+2	
  202.07	3.624e+2		1.217e+2	8.529e-4	9.782e-3		3.940e-15		2.407e+2	
  202.16	2.615e+2		8.966e+1	2.450e-4	1.629e-2		1.358e-15		1.718e+2	
  202.25	1.834e+2		6.065e+1	6.374e-5	2.457e-2		4.950e-15		1.227e+2	
  202.35	1.209e+2		3.607e+1	1.270e-5	3.456e-2		3.532e-14		8.475e+1	
  202.44	8.135e+1		2.141e+1	2.678e-6	4.233e-2		1.899e-13		5.990e+1	
  202.53	5.321e+1		1.247e+1	5.111e-7	4.698e-2		9.263e-13		4.070e+1	
  202.63	3.162e+1		6.956e+0	7.220e-8	4.698e-2		4.807e-12		2.462e+1	
  202.72	1.871e+1		4.252e+0	1.117e-8	4.233e-2		1.910e-11		1.442e+1	
  202.81	1.041e+1		2.646e+0	1.563e-9	3.456e-2		6.881e-11		7.731e+0	
  202.91	5.032e+0		1.541e+0	1.565e-10	2.457e-2		2.551e-10		3.467e+0	
  203.00	2.455e+0		9.163e-1	1.777e-11	1.629e-2		7.484e-10		1.522e+0	
  203.09	1.159e+0		5.431e-1	1.963e-12	9.782e-3		1.992e-9		6.063e-1	
  203.19	5.582e-1		3.590e-1	1.680e-12	4.945e-3		5.274e-9		1.943e-1	
  203.28	4.273e-1		3.621e-1	1.215e-11	2.411e-3		1.143e-8		6.285e-2	
  203.37	5.194e-1		5.000e-1	8.634e-11	1.065e-3		2.248e-8		1.842e-2	
  203.47	7.910e-1		7.864e-1	6.822e-10	3.828e-4		4.250e-8		4.194e-3	
  203.56	1.133e+0		1.132e+0	3.960e-9	1.373e-4		6.804e-8		9.973e-4	
  203.66	1.554e+0		1.554e+0	2.496e-8	3.915e-5		1.024e-7		1.800e-4	
  203.75	1.896e+0		1.896e+0	1.183e-7	1.140e-5		1.335e-7		3.473e-5	
  203.84	2.134e+0		2.134e+0	5.089e-7	3.009e-6		1.578e-7		6.070e-6	
  203.94	2.224e+0		2.224e+0	2.301e-6	6.099e-7		1.696e-7		7.780e-7	
  204.03	2.158e+0		2.158e+0	8.080e-6	1.307e-7		1.633e-7		1.103e-7	
  204.12	2.044e+0		2.044e+0	2.578e-5	2.537e-8		1.427e-7		1.416e-8	
  204.22	2.114e+0		2.114e+0	8.355e-5	3.656e-9		1.095e-7		1.289e-9	
  204.31	2.782e+0		2.782e+0	2.175e-4	5.762e-10		7.790e-8		1.343e-10	
  204.40	4.727e+0		4.726e+0	5.144e-4	8.229e-11		5.031e-8		1.267e-11	
  204.50	9.679e+0		9.678e+0	1.196e-3	8.431e-12		2.777e-8		8.188e-13	
  204.59	1.820e+1		1.820e+1	2.307e-3	9.776e-13		1.510e-8		6.268e-14	
  204.68	3.207e+1		3.207e+1	4.045e-3	1.027e-13		8.560e-9		5.574e-14	
  204.78	5.466e+1		5.466e+1	6.741e-3	7.481e-15		7.083e-9		4.804e-14	
  204.87	8.048e+1		8.047e+1	9.644e-3	6.381e-16		1.053e-8		4.111e-14	5.696e-15
  204.96	1.082e+2		1.082e+2	1.253e-2	4.931e-17		1.902e-8		5.533e-13	7.384e-14
  205.06	1.350e+2		1.350e+2	1.498e-2	4.452e-17		3.544e-8		8.901e-12	1.140e-12
  205.15	1.495e+2		1.494e+2	1.588e-2	4.021e-17		5.681e-8		9.821e-11	1.211e-11
  205.24	1.508e+2		1.507e+2	1.530e-2	3.590e-17		8.292e-8		9.862e-10	1.171e-10
  205.34	1.364e+2		1.364e+2	1.311e-2	3.112e-17		1.130e-7		1.146e-8	1.305e-9
  205.43	1.130e+2		1.130e+2	1.031e-2	2.681e-17		1.353e-7		9.432e-8	1.035e-8
  205.52	8.526e+1		8.525e+1	7.371e-3	2.250e-17		1.482e-7		7.066e-7	7.469e-8
  205.62	5.587e+1		5.587e+1	4.550e-3	1.771e-17		1.500e-7		5.929e-6	6.011e-7
  205.71	3.461e+1		3.461e+1	2.693e-3	1.340e-17		1.445e-7		3.641e-5	3.556e-6
  205.80	1.954e+1		1.953e+1	1.508e-3	9.096e-18		1.419e-7		2.035e-4	1.914e-5
  205.90	9.279e+0		9.276e+0	8.327e-4	4.309e-18		1.574e-7		1.233e-3	1.113e-4
  205.99	4.310e+0		4.303e+0	6.304e-4	1.104e-27		2.003e-7		5.652e-3	4.910e-4
  206.08	1.846e+0		1.820e+0	6.678e-4	1.347e-26		2.763e-7		2.357e-2	1.972e-3
  206.18	7.398e-1		6.276e-1	8.615e-4	1.944e-25		3.931e-7		1.031e-1	8.279e-3
  206.27	5.994e-1		2.185e-1	1.081e-3	1.947e-24		5.082e-7		3.526e-1	2.726e-2
  206.36	1.249e+0		6.939e-2	1.268e-3	1.777e-23		6.062e-7		1.097e+0	8.168e-2
  206.46	3.734e+0		1.743e-2	1.371e-3	1.902e-22		6.636e-7		3.468e+0	2.476e-1
  206.55	9.458e+0		4.568e-3	1.337e-3	1.445e-21		6.525e-7		8.844e+0	6.082e-1
  206.64	2.189e+1		1.093e-3	1.189e-3	1.007e-20		5.838e-7		2.053e+1	1.360e+0
  206.74	4.984e+1		2.008e-4	9.358e-4	7.924e-20		4.617e-7		4.686e+1	2.977e+0
  206.83	9.463e+1		3.974e-5	6.832e-4	4.684e-19		3.382e-7		8.917e+1	5.455e+0
  206.92	1.635e+2		7.192e-6	4.541e-4	2.588e-18		2.252e-7		1.544e+2	9.099e+0
  207.02	2.690e+2		9.702e-7	2.581e-4	1.617e-17		1.283e-7		2.546e+2	1.438e+1
  207.11	3.811e+2		1.515e-7	1.405e-4	7.996e-17		6.993e-8		3.614e+2	1.967e+1
  207.20	4.915e+2		6.681e-8	6.961e-5	3.797e-16		3.466e-8		4.670e+2	2.447e+1
  207.30	5.839e+2		4.068e-7	2.853e-5	2.048e-15		1.422e-8		5.560e+2	2.794e+1
  207.39	6.174e+2		2.560e-6	1.158e-5	8.923e-15		5.786e-9		5.889e+2	2.850e+1
  207.48	5.942e+2		1.476e-5	4.313e-6	3.693e-14		2.192e-9		5.677e+2	2.646e+1
  207.58	5.099e+2		9.289e-5	1.533e-6	1.666e-13		8.484e-10		4.881e+2	2.182e+1
  207.67	4.023e+2		4.414e-4	1.570e-6	6.003e-13		7.872e-10		3.857e+2	1.661e+1
  207.76	2.890e+2		1.914e-3	4.898e-6	2.001e-12		1.530e-9		2.774e+2	1.151e+1
  207.86	1.792e+2		8.773e-3	2.057e-5	6.922e-12		3.638e-9		1.723e+2	6.879e+0
  207.95	1.056e+2		3.135e-2	7.012e-5	1.930e-11		7.385e-9		1.016e+2	3.975e+0
  208.04	5.686e+1		1.023e-1	2.211e-4	4.924e-11		1.372e-8		5.452e+1	2.237e+0
  208.14	2.631e+1		3.417e-1	7.216e-4	1.254e-10		2.460e-8		2.450e+1	1.461e+0
  208.23	1.357e+1		9.189e-1	1.922e-3	2.641e-10		3.799e-8		1.098e+1	1.662e+0
  208.32	1.007e+1		2.256e+0	4.716e-3	5.076e-10		5.416e-8		5.081e+0	2.726e+0
  208.42	1.467e+1		5.500e+0	1.160e-2	9.412e-10		7.403e-8		4.060e+0	5.094e+0
  208.51	2.748e+1		1.114e+1	2.386e-2	1.488e-9		9.273e-8		7.810e+0	8.501e+0
  208.60	5.254e+1		2.062e+1	4.504e-2	2.145e-9		1.126e-7		1.864e+1	1.323e+1
  208.70	1.031e+2		3.673e+1	8.241e-2	2.889e-9		1.385e-7		4.639e+1	1.994e+1
  208.79	1.794e+2		5.614e+1	1.294e-1	3.424e-9		1.676e-7		9.622e+1	2.689e+1
  208.88	2.949e+2		7.841e+1	1.859e-1	3.699e-9		2.027e-7		1.823e+2	3.406e+1
  208.98	4.768e+2		1.023e+2	2.504e-1	3.615e-9		2.445e-7		3.331e+2	4.124e+1
  209.07	6.849e+2		1.182e+2	2.977e-1	3.211e-9		2.771e-7		5.204e+2	4.595e+1
  209.16	9.155e+2		1.250e+2	3.234e-1	2.599e-9		2.965e-7		7.422e+2	4.807e+1
  209.26	1.156e+3		1.198e+2	3.186e-1	1.843e-9		2.966e-7	7.503e-17	9.894e+2	4.675e+1
  209.35	1.311e+3		1.050e+2	2.856e-1	1.227e-9		2.780e-7	9.439e-16	1.164e+3	4.229e+1
  209.44	1.370e+3		8.429e+1	2.339e-1	7.439e-10		2.475e-7	1.085e-14	1.250e+3	3.547e+1
  209.54	1.302e+3		5.959e+1	1.685e-1	3.828e-10		2.091e-7	1.472e-13	1.216e+3	2.657e+1
  209.63	1.136e+3		3.979e+1	1.144e-1	1.909e-10		1.768e-7	1.398e-12	1.077e+3	1.877e+1
  209.72	9.075e+2		2.437e+1	7.162e-2	8.673e-11		1.491e-7	1.214e-11	8.709e+2	1.217e+1
  209.82	6.377e+2		1.278e+1	3.934e-2	3.238e-11		1.225e-7	1.205e-10	6.181e+2	6.788e+0
  209.91	4.225e+2		6.532e+0	2.208e-2	1.210e-11		1.003e-7	8.646e-10	4.123e+2	3.654e+0
  210.00	2.559e+2		3.067e+0	1.257e-2	4.119e-12		7.865e-8	5.668e-9	2.511e+2	1.797e+0
  210.10	1.320e+2		1.200e+0	7.303e-3	1.116e-12		5.590e-8	4.119e-8	1.300e+2	7.344e-1
  210.19	6.608e+1		4.730e-1	4.914e-3	3.123e-13		3.814e-8	2.232e-7	6.531e+1	2.980e-1
  210.28	3.024e+1		1.760e-1	3.465e-3	7.966e-14		2.429e-8	1.105e-6	2.995e+1	1.104e-1
  210.38	1.142e+1		6.903e-2	2.319e-3	1.566e-14		1.426e-8	5.879e-6	1.131e+1	3.285e-2
  210.47	4.358e+0		6.739e-2	1.527e-3	3.284e-15		1.017e-8	2.406e-5	4.279e+0	1.002e-2
  210.56	1.616e+0		1.350e-1	9.333e-4	6.277e-16		1.077e-8	8.995e-5	1.477e+0	2.786e-3
  210.66	7.376e-1		3.289e-1	4.890e-4	8.952e-17		1.735e-8	3.504e-4	4.072e-1	6.029e-4
  210.75	8.035e-1		6.861e-1	2.488e-4	1.407e-17		2.924e-8	1.083e-3	1.160e-1	1.380e-4
  210.85	1.440e+0		1.410e+0	1.056e-4	1.614e-18		4.938e-8	3.415e-3	2.580e-2	2.404e-5
  210.94	2.485e+0		2.470e+0	4.435e-5	2.085e-19		7.262e-8	8.734e-3	6.059e-3	4.527e-6
  211.03	4.003e+0		3.982e+0	1.700e-5	2.454e-20		9.772e-8	2.042e-2	1.299e-3	7.769e-7
  211.13	6.194e+0		6.147e+0	5.257e-6	2.043e-21		1.222e-7	4.728e-2	2.107e-4	9.837e-8
  211.22	8.430e+0		8.338e+0	1.660e-6	1.977e-22		1.359e-7	9.173e-2	3.725e-5	1.389e-8
  211.31	1.060e+1		1.044e+1	4.782e-7	1.744e-23		1.380e-7	1.632e-1	6.008e-6	1.788e-9
  211.41	1.247e+1		1.219e+1	1.077e-7	2.685e-23		1.261e-7	2.806e-1	7.109e-7	1.644e-10
  211.50	1.333e+1		1.291e+1	2.557e-8	3.531e-23		1.057e-7	4.199e-1	9.454e-8	1.741e-11
  211.59	1.321e+1		1.263e+1	5.535e-9	4.378e-23		8.095e-8	5.837e-1	1.147e-8	1.681e-12
  211.69	1.203e+1		1.125e+1	9.080e-10	5.319e-23		5.409e-8	7.800e-1	9.896e-10	1.123e-13
  211.78	1.030e+1		9.342e+0	1.620e-10	6.165e-23		3.419e-8	9.572e-1	9.901e-11	1.081e-13
  211.87	8.305e+0		7.177e+0	2.636e-11	7.012e-23		1.974e-8	1.129e+0	9.039e-12	1.040e-13
  211.97	6.196e+0		4.886e+0	3.148e-12	7.953e-23		9.638e-9	1.310e+0	3.234e-13	9.933e-14
  212.06	4.644e+0		3.183e+0	4.222e-13	8.799e-23		4.600e-9	1.461e+0	3.208e-13	9.516e-14
  212.15	3.505e+0		1.916e+0	5.189e-14	9.646e-23		2.022e-9	1.589e+0	3.182e-13	9.098e-14
  212.25	2.677e+0		9.951e-1	7.047e-15	1.059e-22		7.968e-10	1.682e+0	3.154e-13	8.634e-14
  212.34	2.222e+0		5.188e-1	1.946e-14	1.143e-22		5.046e-10	1.703e+0	3.128e-13	8.217e-14
