  197.67	1.072e-16				2.031e-22						1.072e-16			
  197.76	1.581e-15				2.931e-21						1.581e-15			
  197.85	2.109e-14				3.823e-20						2.109e-14			
  197.95	3.330e-13				5.897e-19						3.330e-13			
  198.04	3.588e-12				6.214e-18					1.126e-15	3.587e-12			
  198.13	3.494e-11				5.919e-17					1.851e-14	3.492e-11			
  198.23	3.891e-10				6.433e-16					3.060e-13	3.887e-10			
  198.32	3.060e-9				4.951e-15					3.440e-12	3.057e-9			
  198.41	2.176e-8				3.444e-14					3.500e-11	2.172e-8			
  198.51	1.709e-7				2.641e-13					4.101e-10	1.705e-7			
  198.60	9.820e-7				1.485e-12					3.383e-9	9.786e-7			
  198.69	5.102e-6				7.559e-12					2.526e-8	5.077e-6			
  198.79	2.830e-5				4.106e-11					2.099e-7	2.809e-5			
  198.88	1.190e-4				1.704e-10					1.271e-6	1.177e-4			
  198.97	4.528e-4				6.491e-10					6.972e-6	4.458e-4			
  199.07	1.780e-3				2.667e-9					4.112e-5	1.739e-3			
  199.16	5.503e-3				9.386e-9					1.829e-4	5.320e-3			
  199.25	1.545e-2				3.521e-8		3.619e-16			7.371e-4	1.471e-2			
  199.35	4.353e-2			3.661e-15	1.759e-7		6.588e-15			3.087e-3	4.044e-2			
  199.44	1.004e-1			7.606e-14	8.245e-7		8.078e-14			1.009e-2	9.033e-2			
  199.53	2.122e-1			9.888e-13	3.922e-6		8.965e-13			2.990e-2	1.823e-1			
  199.63	4.425e-1			1.522e-11	2.101e-5		1.157e-11			8.898e-2	3.535e-1			
  199.72	7.906e-1			1.606e-10	8.769e-5		1.040e-10			2.139e-1	5.766e-1			
  199.81	1.317e+0			1.536e-9	3.341e-4		8.472e-10			4.659e-1	8.507e-1			
  199.91	2.153e+0			1.681e-8	1.320e-3		7.748e-9			9.852e-1	1.166e+0			
  200.00	3.145e+0			1.304e-7	4.098e-3		5.113e-8			1.742e+0	1.399e+0			
  200.09	4.334e+0			9.171e-7	1.153e-2		3.054e-7			2.789e+0	1.533e+0			
  200.19	5.780e+0			7.134e-6	3.240e-2	6.584e-17	1.981e-6			4.192e+0	1.556e+0			
  200.28	7.037e+0			4.073e-5	7.396e-2	9.245e-16	9.592e-6			5.451e+0	1.512e+0			
  200.37	8.077e+0			2.106e-4	1.529e-1	1.176e-14	4.207e-5			6.423e+0	1.500e+0			
  200.47	8.829e+0			1.165e-3	3.051e-1	1.768e-13	1.936e-4			6.880e+0	1.642e+0			
  200.56	9.127e+0			4.891e-3	5.117e-1	1.827e-12	6.889e-4			6.639e+0	1.970e+0			
  200.65	9.187e+0			1.861e-2	7.773e-1	1.711e-11	2.222e-3			5.928e+0	2.461e+0			
  200.75	9.276e+0			7.316e-2	1.101e+0	1.829e-10	7.281e-3			5.031e+0	3.063e+0			
  200.84	9.778e+0			2.260e-1	1.357e+0	1.391e-9	1.913e-2			4.695e+0	3.481e+0			
  200.93	1.124e+1			6.326e-1	1.514e+0	9.580e-9	4.570e-2			5.411e+0	3.633e+0			
  201.03	1.493e+1			1.768e+0	1.522e+0	7.284e-8	1.078e-1			8.112e+0	3.416e+0			
  201.12	2.121e+1			4.018e+0	1.378e+0	4.075e-7	2.124e-1			1.268e+1	2.918e+0			
  201.21	3.134e+1			8.273e+0	1.129e+0	2.066e-6	3.843e-1			1.929e+1	2.260e+0			
  201.31	4.779e+1			1.644e+1	8.060e-1	1.117e-5	6.768e-1	5.510e-23		2.835e+1	1.517e+0			
  201.40	6.670e+1			2.748e+1	5.358e-1	4.599e-5	1.044e+0	7.391e-22		3.668e+1	9.549e-1			
  201.49	8.745e+1			4.163e+1	3.225e-1	1.715e-4	1.511e+0	8.992e-21		4.345e+1	5.449e-1			
  201.59	1.086e+2			5.882e+1	1.633e-1	6.598e-4	2.134e+0	1.288e-19		4.719e+1	2.603e-1			
  201.68	1.215e+2			7.237e+1	7.972e-2	1.999e-3	2.758e+0	1.276e-18		4.619e+1	1.207e-1			
  201.77	1.254e+2			8.070e+1	3.523e-2	5.485e-3	3.390e+0	1.146e-17		4.125e+1	5.070e-2			
  201.87	1.179e+2			8.121e+1	1.266e-2	1.500e-2	4.009e+0	1.172e-16		3.265e+1	1.724e-2			
  201.96	1.021e+2			7.372e+1	4.536e-3	3.344e-2	4.398e+0	8.568e-16		2.398e+1	5.888e-3			
  202.05	8.150e+1			6.084e+1	1.472e-3	6.754e-2	4.558e+0	5.684e-15		1.603e+1	1.822e-3			
  202.15	5.789e+1			4.413e+1	3.749e-4	1.314e-1	4.456e+0	4.150e-14		9.171e+0	4.412e-4			
  202.24	3.962e+1			3.020e+1	9.861e-5	2.155e-1	4.183e+0	2.242e-13		5.018e+0	1.110e-4			
  202.33	2.588e+1			1.922e+1	2.348e-5	3.203e-1	3.852e+0	1.099e-12		2.494e+0	2.530e-5			
  202.43	1.596e+1			1.095e+1	4.241e-6	4.431e-1	3.541e+0	5.739e-12		1.024e+0	4.360e-6			
  202.52	1.078e+1			6.469e+0	8.184e-7	5.347e-1	3.358e+0	2.294e-11		4.151e-1	8.076e-7			
  202.61	7.846e+0			3.877e+0	1.430e-7	5.847e-1	3.231e+0	8.335e-11		1.526e-1	1.356e-7			
  202.71	5.951e+0			2.275e+0	1.830e-8	5.753e-1	3.055e+0	3.126e-10		4.476e-2	1.663e-8			
  202.80	4.744e+0			1.435e+0	2.591e-9	5.109e-1	2.785e+0	9.308e-10		1.338e-2	2.269e-9			
  202.89	3.693e+0			8.933e-1	3.320e-10	4.111e-1	2.385e+0	2.529e-9		3.625e-3	3.052e-10			
  202.99	2.633e+0			5.076e-1	3.014e-11	2.877e-1	1.837e+0	6.922e-9		7.568e-4	3.137e-10			
  203.08	1.820e+0			3.015e-1	3.295e-12	1.880e-1	1.330e+0	1.568e-8		1.665e-4	2.350e-9			
  203.17	1.197e+0			2.015e-1	1.779e-12	1.113e-1	8.845e-1	3.286e-8		3.318e-5	1.730e-8			
  203.27	7.590e-1			1.925e-1	1.490e-11	5.539e-2	5.112e-1	6.887e-8		4.921e-6	1.421e-7			
  203.36	5.799e-1			2.626e-1	1.070e-10	2.663e-2	2.907e-1	1.257e-7	4.493e-16	7.956e-7	8.544e-7			
  203.45	5.680e-1			3.961e-1	6.983e-10	1.160e-2	1.602e-1	2.180e-7	5.783e-15	1.165e-7	4.665e-6			
  203.55	6.927e-1			6.014e-1	5.017e-9	4.107e-3	8.718e-2	3.807e-7	8.837e-14	1.226e-8	2.747e-5			
  203.64	8.723e-1			8.107e-1	2.674e-8	1.453e-3	6.007e-2	6.001e-7	9.295e-13	1.455e-9	1.223e-4			
  203.73	1.062e+0			1.007e+0	1.294e-7	4.658e-4	5.338e-2	9.017e-7	8.885e-12	1.564e-10	4.949e-4			
  203.83	1.228e+0			1.166e+0	6.666e-7	1.172e-4	6.027e-2	1.328e-6	9.757e-11	1.170e-11	2.088e-3			
  203.92	1.306e+0			1.224e+0	2.633e-6	3.052e-5	7.508e-2	1.759e-6	7.622e-10	1.327e-12	6.893e-3			
  204.01	1.317e+0			1.202e+0	9.449e-6	7.201e-6	9.463e-2	2.168e-6	5.411e-9	3.490e-12	2.066e-2			
  204.11	1.308e+0			1.129e+0	3.490e-5	1.289e-6	1.164e-1	2.493e-6	4.270e-8	4.351e-11	6.247e-2			
  204.20	1.413e+0			1.130e+0	1.022e-4	2.469e-7	1.302e-1	2.593e-6	2.477e-7	3.893e-10	1.528e-1			
  204.29	1.864e+0			1.391e+0	2.719e-4	4.286e-8	1.337e-1	2.483e-6	1.306e-6	3.169e-9	3.392e-1			
  204.39	3.258e+0			2.398e+0	7.201e-4	5.456e-9	1.238e-1	2.162e-6	7.406e-6	2.913e-8	7.352e-1			
  204.48	5.979e+0			4.541e+0	1.563e-3	7.692e-10	1.045e-1	1.790e-6	3.191e-5	1.941e-7	1.332e+0			
  204.57	1.090e+1			8.628e+0	3.082e-3	9.825e-11	8.015e-2	1.444e-6	1.250e-4	1.176e-6	2.192e+0			
  204.67	1.990e+1			1.643e+1	5.854e-3	8.894e-12	5.330e-2	1.182e-6	5.092e-4	7.790e-6	3.404e+0			
  204.76	3.157e+1			2.696e+1	9.420e-3	9.226e-13	3.334e-2	1.084e-6	1.630e-3	3.865e-5	4.570e+0			
  204.86	4.785e+1			4.215e+1	1.428e-2	6.628e-14	1.766e-2	1.096e-6	5.305e-3	2.050e-4	5.661e+0			
  204.95	6.353e+1			5.729e+1	1.875e-2	5.583e-15	9.003e-3	1.157e-6	1.387e-2	8.326e-4	6.201e+0			
  205.04	7.726e+1			7.103e+1	2.237e-2	4.261e-16	4.164e-3	1.206e-6	3.298e-2	3.077e-3	6.167e+0			
  205.14	8.651e+1			8.092e+1	2.431e-2	4.245e-16	1.578e-3	1.204e-6	7.715e-2	1.176e-2	5.476e+0			
  205.23	8.714e+1			8.249e+1	2.367e-2	4.231e-16	5.946e-4	1.144e-6	1.499e-1	3.560e-2	4.444e+0			
  205.32	8.026e+1			7.660e+1	2.093e-2	4.217e-16	2.033e-4	1.046e-6	2.646e-1	9.799e-2	3.275e+0			
  205.42	6.605e+1			6.323e+1	1.631e-2	4.201e-16	5.511e-5	9.217e-7	4.447e-1	2.702e-1	2.084e+0			
  205.51	5.072e+1			4.821e+1	1.179e-2	4.187e-16	1.548e-5	8.197e-7	6.416e-1	6.092e-1	1.253e+0			
  205.60	3.626e+1			3.348e+1	7.753e-3	4.173e-16	4.664e-6	7.341e-7	8.412e-1	1.250e+0	6.841e-1			
  205.70	2.383e+1			2.001e+1	4.397e-3	4.157e-16	5.692e-6	6.515e-7	1.016e+0	2.486e+0	3.119e-1			
  205.79	1.682e+1			1.141e+1	2.477e-3	4.143e-16	2.363e-5	5.779e-7	1.089e+0	4.182e+0	1.390e-1			
  205.88	1.346e+1			5.929e+0	1.434e-3	4.129e-16	1.016e-4	5.005e-7	1.060e+0	6.414e+0	5.623e-2			
  205.98	1.281e+1			2.569e+0	1.013e-3	4.113e-16	4.631e-4	4.178e-7	9.202e-1	9.296e+0	1.839e-2			
  206.07	1.380e+1			1.098e+0	1.058e-3	4.099e-16	1.643e-3	3.629e-7	7.323e-1	1.196e+1	6.164e-3			
  206.16	1.560e+1			4.277e-1	1.328e-3	4.084e-16	5.309e-3	3.434e-7	5.296e-1	1.463e+1	2.241e-3			
  206.26	1.910e+1			1.347e-1	1.726e-3	4.069e-16	1.751e-2	3.732e-7	3.303e-1	1.862e+1	2.329e-3			
  206.35	2.630e+1			4.322e-2	2.045e-3	4.054e-16	4.645e-2	4.398e-7	1.953e-1	2.601e+1	6.773e-3			
  206.44	4.304e+1			1.266e-2	2.228e-3	4.040e-16	1.123e-1	5.232e-7	1.051e-1	4.279e+1	2.129e-2			
  206.54	8.434e+1			2.907e-3	2.204e-3	4.024e-16	2.688e-1	6.007e-7	4.749e-2	8.395e+1	6.911e-2			
  206.63	1.559e+2			7.027e-4	1.981e-3	4.010e-16	5.350e-1	6.284e-7	2.165e-2	1.552e+2	1.807e-1			
  206.72	2.736e+2			1.552e-4	1.622e-3	3.996e-16	9.726e-1	6.026e-7	1.016e-2	2.722e+2	4.301e-1			
  206.82	4.662e+2			2.609e-5	1.164e-3	3.980e-16	1.701e+0	5.164e-7	6.140e-3	4.635e+2	1.010e+0			
  206.91	6.867e+2			4.768e-6	7.817e-4	3.966e-16	2.562e+0	4.071e-7	6.258e-3	6.821e+2	1.970e+0			
  207.00	9.234e+2			7.974e-7	4.777e-4	3.952e-16	3.538e+0	2.920e-7	7.853e-3	9.163e+2	3.501e+0			
  207.10	1.152e+3			1.010e-7	2.474e-4	3.936e-16	4.588e+0	1.807e-7	1.005e-2	1.141e+3	5.937e+0			
  207.19	1.275e+3			3.321e-8	1.238e-4	3.922e-16	5.315e+0	1.061e-7	1.171e-2	1.261e+3	8.648e+0			
  207.28	1.287e+3			1.401e-7	5.637e-5	3.908e-16	5.688e+0	5.668e-8	1.276e-2	1.270e+3	1.147e+1			
  207.38	1.167e+3			1.092e-6	2.105e-5	3.892e-16	5.605e+0	2.527e-8	1.351e-2	1.147e+3	1.405e+1			
  207.47	9.695e+2			6.364e-6	7.902e-6	3.878e-16	5.114e+0	1.105e-8	1.478e-2	9.491e+2	1.528e+1			
  207.56	7.349e+2			3.383e-5	2.949e-6	3.863e-16	4.339e+0	4.393e-9	1.820e-2	7.155e+2	1.512e+1			
  207.66	4.853e+2			1.944e-4	2.220e-6	3.848e-16	3.323e+0	1.411e-9	2.684e-2	4.686e+2	1.338e+1			
