  197.67	1.907e-17				1.890e-23						1.907e-17			
  197.76	2.813e-16				2.727e-22						2.813e-16			
  197.85	3.751e-15				3.557e-21						3.751e-15			
  197.95	5.924e-14				5.487e-20						5.924e-14			
  198.04	6.401e-13				5.782e-19					2.073e-15	6.381e-13			
  198.13	6.245e-12				5.508e-18					3.408e-14	6.211e-12			
  198.23	6.971e-11				5.986e-17					5.635e-13	6.915e-11			
  198.32	5.501e-10				4.607e-16					6.335e-12	5.437e-10			
  198.41	3.928e-9				3.204e-15					6.447e-11	3.864e-9			
  198.51	3.108e-8				2.457e-14					7.554e-10	3.033e-8			
  198.60	1.803e-7				1.381e-13					6.231e-9	1.741e-7			
  198.69	9.497e-7				7.023e-13					4.653e-8	9.031e-7			
  198.79	5.383e-6				3.804e-12					3.867e-7	4.997e-6			
  198.88	2.328e-5				1.568e-11					2.342e-6	2.094e-5			
  198.97	9.215e-5				5.870e-11					1.284e-5	7.931e-5			
  199.07	3.850e-4				2.293e-10					7.574e-5	3.093e-4			
  199.16	1.283e-3				7.251e-10					3.369e-4	9.463e-4			
  199.25	3.974e-3				2.224e-9		7.697e-17			1.358e-3	2.616e-3			
  199.35	1.288e-2			1.509e-15	8.100e-9		1.401e-15			5.686e-3	7.194e-3			
  199.44	3.466e-2			3.134e-14	2.911e-8		1.718e-14			1.859e-2	1.607e-2			
  199.53	8.750e-2			4.075e-13	1.167e-7		1.907e-13			5.507e-2	3.243e-2			
  199.63	2.268e-1			6.273e-12	5.706e-7		2.460e-12			1.639e-1	6.288e-2			
  199.72	4.966e-1			6.620e-11	2.303e-6		2.213e-11			3.940e-1	1.026e-1			
  199.81	1.009e+0			6.329e-10	8.659e-6		1.802e-10			8.581e-1	1.513e-1			
  199.91	2.022e+0			6.925e-9	3.401e-5		1.648e-9			1.815e+0	2.074e-1			
  200.00	3.457e+0			5.375e-8	1.054e-4		1.087e-8			3.208e+0	2.487e-1			
  200.09	5.411e+0			3.779e-7	2.963e-4		6.496e-8			5.138e+0	2.724e-1			
  200.19	7.999e+0			2.940e-6	8.324e-4	1.245e-16	4.212e-7			7.722e+0	2.760e-1			
