1    180.755301    12.000000
2    180.947764    15.000000
3    181.140231    13.799995
4    181.332702    17.759999
5    181.525176    13.511994
6    181.717655    15.855008
7    181.910137    13.073405
8    182.102623    14.186877
9    182.295113    13.250848
10    182.487607    15.686950
11    182.680105    13.586951
12    182.872607    15.454180
13    183.065112    14.208226
14    183.257622    17.931287
15    183.450135    17.829097
16    183.642652    19.152676
17    183.835173    19.395160
18    184.027698    18.508977
19    184.220227    15.381427
20    184.412760    17.578067
21    184.605296    16.193098
22    184.797837    15.753638
23    184.990381    12.389947
24    185.182929    11.028717
25    185.375482    11.283742
26    185.568038    9.861297
27    185.760598    12.629594
28    185.953162    14.098169
29    186.145730    16.144362
30    186.338301    18.047307
31    186.530877    17.038338
32    186.723457    18.417134
33    186.916040    16.689890
34    187.108628    20.223199
35    187.301219    22.982627
36    187.493815    23.639971
37    187.686414    23.124524
38    187.879017    21.351686
39    188.071625    20.896437
40    188.264236    19.249039
41    188.456851    21.227896
42    188.649470    18.896595
43    188.842094    18.225489
44    189.034721    12.223213
45    189.227352    16.889740
46    189.419987    16.621396
47    189.612626    18.701032
48    189.805269    18.465090
49    189.997916    20.633220
50    190.190567    18.618472
51    190.383222    16.249743
52    190.575881    15.374247
53    190.768544    17.126002
54    190.961211    16.700654
55    191.153882    15.764732
56    191.346557    16.692477
57    191.539236    19.091433
58    191.731919    19.757377
59    191.924606    21.570970
60    192.117297    19.063880
61    192.309993    19.526375
62    192.502692    20.918646
63    192.695395    25.487809
64    192.888102    24.881886
65    193.080813    20.273948
66    193.273529    15.029972
67    193.466248    14.861988
68    193.658972    17.978978
69    193.851699    18.567003
70    194.044431    17.507992
71    194.237166    16.214994
72    194.429906    15.744007
73    194.622650    14.793009
74    194.815398    12.107998
75    195.008150    11.378393
76    195.200906    13.696679
77    195.393666    16.416809
78    195.586430    19.223306
79    195.779198    17.928023
80    195.971970    18.830866
81    196.164747    12.751173
82    196.357527    15.316998
83    196.550312    12.214838
84    196.743101    15.105768
85    196.935894    15.665321
86    197.128691    18.755417
87    197.321492    21.284152
88    197.514297    18.806710
89    197.707106    17.618182
90    197.899920    15.086168
91    198.092737    14.941479
92    198.285559    15.004330
93    198.478385    18.590352
94    198.671215    23.518332
95    198.864049    24.021133
96    199.056887    23.907293
97    199.249730    19.785685
98    199.442576    22.539804
99    199.635427    21.663899
100    199.828282    20.839546
101    200.021141    18.101293
102    200.214004    19.786964
103    200.406872    24.377047
104    200.599743    25.632811
105    200.792619    20.800777
106    200.985499    13.487308
107    201.178383    8.658826
108    201.371271    12.829218
109    201.564164    15.098808
110    201.757060    19.983802
111    201.949961    21.415927
112    202.142866    26.879941
113    202.335776    27.060368
114    202.528689    25.189275
115    202.721607    21.249938
116    202.914529    22.487238
117    203.107455    21.346822
118    203.300385    21.968007
119    203.493320    21.861776
120    203.686259    20.764748
121    203.879202    25.925300
122    204.072149    24.938623
123    204.265100    28.772785
124    204.458056    23.342890
125    204.651016    23.621931
126    204.843980    17.794164
127    205.036949    15.483819
128    205.229921    12.055606
129    205.422898    11.508494
130    205.615880    12.513420
131    205.808865    12.002574
132    206.001855    18.102608
133    206.194849    19.220437
134    206.387847    21.263996
135    206.580850    20.097500
136    206.773857    20.872304
137    206.966868    20.792757
138    207.159883    16.732422
139    207.352903    14.706835
140    207.545927    14.687238
141    207.738956    15.479419
142    207.931988    15.632732
143    208.125025    13.423025
144    208.318066    18.410543
145    208.511112    15.967327
146    208.704162    15.874370
147    208.897216    14.767749
148    209.090275    19.929614
149    209.283337    22.540672
150    209.476405    22.892263
151    209.669476    20.486587
152    209.862552    19.475765
153    210.055632    15.793079
154    210.248716    18.453778
155    210.441805    20.049362
156    210.634899    23.900637
157    210.827996    25.590004
158    211.021098    23.698133
159    211.214204    25.456414
160    211.407315    23.630900
161    211.600430    25.417468
162    211.793549    20.609678
163    211.986673    17.006633
164    212.179801    11.723271
165    212.372933    12.947176
166    212.566070    13.333481
167    212.759211    16.656740
168    212.952357    16.198635
169    213.145507    14.370466
170    213.338661    13.912630
171    213.531820    12.255415
172    213.724983    14.234804
173    213.918151    15.499239
174    214.111323    17.947413
175    214.304500    17.488721
176    214.497680    17.886618
177    214.690866    14.875672
178    214.884055    16.753071
179    215.077249    20.726943
180    215.270448    20.095408
181    215.463651    17.764479
182    215.656858    10.571982
183    215.850070    15.866088
184    216.043286    16.687014
185    216.236507    19.711820
186    216.429732    14.480962
187    216.622962    12.837947
188    216.816196    12.064386
189    217.009434    16.381680
